Locality,Postal code,Type,Build,Price,Number_rooms,Fully_equipped_kitchen,Furnished,Open_fire,Terrace,Ter_Area,Garden,Area_garden,Livable_surface_area,Surface_area_land,Numb_facades,Swimming_pool,State
Braine-le-Comte,7090,Appartement,1,225000€,2,0,0,0,1,4,0,,98,,2,0,Excellent état
Koksijde,8670,Appartement,1,225000€,2,0,0,0,0,,0,,90,,,0,À rafraîchir
Tubize,1480,Appartement,1,230000€,2,0,0,0,0,,0,,80,,,0,Bon
FLÉMALLE-GRANDE,4400,Appartement,1,245000€,2,0,0,0,1,20,0,,123,,,0,
FLÉMALLE-GRANDE,4400,Appartement,1,245000€,2,0,0,0,1,20,0,,123,,,0,
Harelbeke,8530,Appartement,1,247000€,1,0,0,0,0,,0,,89,,2,0,Bon
Koksijde,8670,Appartement,1,249000€,2,0,1,0,0,,0,,45,,2,0,Bon
SINT-AMANDSBERG,9040,Appartement,1,249000€,2,0,0,0,0,,0,,90,,2,0,Bon
Alost,9300,Appartement,1,249000€,2,0,0,0,1,9,0,,75,,,0,Excellent état
Schaerbeek,1030,Appartement,1,259000€,4,0,0,0,0,,0,,220,,2,0,À rénover
Boom,2850,Appartement,1,264900€,2,0,0,0,1,14,0,,99,,3,0,Excellent état
Zwevegem,8550,Appartement,1,265000€,3,0,0,0,0,,0,,237,,2,0,À rénover
Alost,9300,Duplex,1,265000€,3,0,0,0,1,10,0,,116,,2,0,Excellent état
Alost,9300,Appartement,1,265000€,3,0,0,0,1,10,0,,116,,2,0,Excellent état
Jette,1090,Duplex,1,269000€,3,0,0,0,0,,0,,150,,2,0,Excellent état
Vilvorde,1800,Duplex,1,269000€,2,1,0,0,1,1,0,,112,,3,0,Bon
Wenduine,8420,Appartement,1,269000€,2,1,0,0,1,5,0,,73,,,0,Excellent état
Woluwe-Saint-Pierre,1150,Appartement,1,275000€,1,0,0,0,0,,0,,80,,2,0,À rafraîchir
La,1310,Appartement,1,275000€,1,0,0,0,1,3,0,,61,,2,0,Excellent état
Graty,7830,Appartement,1,275000€,3,0,0,0,0,,0,,,,4,0,Excellent état
Bruxelles,1000,Appartement,1,279000€,1,1,1,0,0,,0,,76,,2,0,Fraîchement rénové
Forest,1190,Appartement,1,280000€,3,1,0,0,0,,0,,112,,2,0,Excellent état
Jurbise,7050,Appartement,1,280000€,3,0,0,0,1,25,0,,159,,2,0,Excellent état
Eeklo,9900,Appartement,1,285000€,2,0,0,0,0,,0,,140,,2,0,
BONCELLES,4100,Appartement,1,287000€,3,1,0,0,1,15,0,,115,,4,0,
Bruxelles,1000,Appartement,1,290000€,2,0,0,0,1,10,0,,85,,2,0,Excellent état
WAUTHIER-BRAINE,1440,Appartement,1,290000€,2,0,0,0,1,4,0,,90,,,0,Bon
Willebroek,2830,Appartement,1,290000€,2,0,0,0,1,12,0,,85,,2,0,Fraîchement rénové
Uccle,1180,Appartement,1,295000€,2,1,0,0,0,,0,,87,,3,0,Bon
Jambes,5100,Rez-de-chaussée,1,295000€,2,1,0,0,0,,1,30,95,,2,0,Excellent état
La,8660,Appartement,1,295000€,2,0,0,0,1,20,0,,99,,2,0,Excellent état
Ixelles,1050,Appartement,1,299000€,1,1,0,0,0,,0,,,,1,0,Fraîchement rénové
Forest,1190,Appartement,1,299000€,1,1,0,0,0,,0,,110,,2,0,Bon
Lembeek,1500,Duplex,1,299000€,3,0,0,0,0,,0,,146,,2,0,Bon
Marneffe,4210,Appartement,1,299000€,3,0,0,0,0,,0,,155,,,0,Excellent état
Louvain,3000,Duplex,1,299500€,2,0,0,0,1,3,0,,69,,2,0,
Bruxelles,1000,Appartement,1,310000€,2,1,0,0,0,,0,,77,,4,0,Bon
Zeebrugge,8380,Appartement,1,310000€,2,1,0,0,0,,0,,170,,2,0,Fraîchement rénové
Sint-Lambrechts-Woluwe,1200,Appartement,1,315000€,2,1,0,0,1,2,0,,83,,2,0,Bon
Koksijde,8670,Appartement,1,329000€,3,0,1,0,0,,0,,106,,2,0,À rafraîchir
Ganshoren,1083,Appartement,1,330000€,3,0,0,0,1,6,0,,124,,,0,Excellent état
Auderghem,1160,Appartement,1,330000€,2,0,0,0,1,9,0,,100,,,0,À rafraîchir
Etterbeek,1040,Appartement,1,335000€,2,0,0,0,1,6,0,,80,,2,0,Bon
Auderghem,1160,Appartement,1,335000€,1,0,1,0,0,,0,,60,,,0,Excellent état
SPRIMONT,4141,Penthouse,1,335000€,3,0,0,0,1,17,0,,183,,2,0,Excellent état
De,9840,Appartement,1,335000€,2,0,0,0,0,,0,,76,,2,0,Excellent état
Schaerbeek,1030,Appartement,1,345000€,3,1,0,0,1,11,0,,107,,,0,Excellent état
Evere,1140,Penthouse,1,345000€,2,0,0,0,1,30,0,,80,,2,0,Bon
Saint-Gilles,1060,Duplex,1,349000€,2,1,0,0,1,8,0,,129,,2,0,
Bruxelles,1000,Appartement,1,350000€,1,1,0,0,0,,0,,75,,4,1,Excellent état
Saint-Gilles,1060,Appartement,1,350000€,3,1,0,0,1,5,1,23,176,,2,0,À rénover
Watermael-Boitsfort,1170,Appartement,1,350000€,3,0,0,0,1,25,0,,92,,4,0,Bon
Uccle,1180,Appartement,1,350000€,1,0,1,0,1,12,0,,75,,2,0,Bon
Bruxelles,1000,Appartement,1,359000€,2,1,1,0,0,,0,,99,,2,0,Fraîchement rénové
Forest,1190,Appartement,1,360000€,2,0,0,0,1,7,0,,85,,2,0,Bon
Kraainem,1950,Appartement,1,360000€,2,0,0,0,1,4,0,,85,,2,0,
Schaerbeek,1030,Appartement,1,370000€,2,1,0,0,0,,0,,117,,2,0,Excellent état
Namur,5100,Appartement,1,372059€,3,1,0,0,1,18,0,,126,,,0,Excellent état
Forest,1190,Appartement,1,375000€,3,1,0,0,1,19,0,,120,,2,0,À rafraîchir
Knokke-Heist,8300,Appartement,1,378000€,2,0,0,0,0,,0,,54,,,0,
BRUXELLES,1000,Appartement,1,385000€,2,1,0,0,1,11,0,,95,,,0,Bon
BRUXELLES,1000,Appartement,1,385000€,2,1,0,0,1,2,0,,98,,,0,Excellent état
Audenarde,9700,Appartement,1,395000€,2,0,0,0,0,,0,,95,,4,0,
Schaerbeek,1030,Penthouse,1,397500€,2,1,0,0,1,51,0,,110,,,0,Excellent état
Knokke-Heist,8300,Appartement,1,397500€,1,0,0,0,0,,0,,250,,,0,Bon
Auderghem,1160,Appartement,1,399000€,3,0,0,0,1,8,0,,118,,3,0,Bon
Uccle,1180,Penthouse,1,399000€,3,0,0,0,1,25,0,,135,,4,0,À rénover
Bruxelles,1050,Appartement,1,410000€,2,1,0,0,1,13,0,,90,,2,0,Bon
Uccle,1180,Appartement,1,410000€,3,1,0,0,1,20,0,,125,,2,0,Bon
Beersel,1650,Loft,1,419000€,3,1,0,0,0,,0,,220,,,0,Excellent état
Bruxelles,1000,Appartement,1,420000€,1,1,0,0,1,21,0,,70,,2,0,Excellent état
Knokke,8300,Appartement,1,420000€,1,0,0,0,1,3,0,,60,,,0,Bon
Etterbeek,1040,Appartement,1,440000€,3,0,0,0,1,8,0,,135,,2,0,À rafraîchir
Liège,4000,Appartement,1,440000€,2,1,0,0,1,17,0,,144,,,0,
Liège,4000,Appartement,1,440000€,2,1,0,0,1,17,0,,144,,,0,
Knokke,8300,Appartement,1,445000€,2,0,1,0,0,,0,,85,,,0,
Bruxelles,1000,Appartement,1,450000€,2,1,0,0,1,22,0,,106,,4,1,Fraîchement rénové
Forest,1190,Appartement,1,450000€,3,0,0,0,1,1,0,,135,,2,0,
Wemmel,1780,Duplex,1,450000€,3,0,0,0,1,5,0,,120,,2,0,
Louvain,3001,Triplex,1,450000€,4,0,0,0,1,30,0,,171,,2,0,
Watermael-Boitsfort,1170,Appartement,1,469000€,3,1,0,0,1,6,0,,140,,,0,Excellent état
Woluwe-Saint-Lambert,1200,Appartement,1,475000€,3,0,0,0,1,8,0,,140,,2,0,Excellent état
MELSELE,9120,Appartement,1,475000€,3,0,0,0,1,19,0,,180,,3,0,Bon
Bruxelles,1000,Appartement,1,480000€,2,1,0,0,0,,0,,110,,3,0,Excellent état
Woluwe-Saint-Pierre,1150,Appartement,1,480000€,3,0,0,0,1,18,0,,145,,2,0,Bon
Woluwe-Saint-Lambert,1200,Appartement,1,480000€,3,0,0,0,1,18,0,,145,,2,0,Bon
Woluwe-Saint-Lambert,1200,Appartement,1,483000€,3,1,0,0,1,9,0,,115,,2,0,Excellent état
Knokke-Heist,8301,Appartement,1,485000€,2,1,0,0,0,,0,,86,,,0,Excellent état
Ostende,8400,Duplex,1,490000€,3,0,0,0,0,,0,,220,,,0,Bon
Knokke-Heist,8300,Appartement de service,1,495000€,1,0,0,0,0,,0,,67,,,0,Excellent état
Saint-Gilles,1060,Appartement,1,530000€,2,1,0,0,0,,0,,127,,2,0,Bon
Knokke,8300,Appartement,1,530000€,3,0,0,0,0,,0,,125,,2,0,Bon
Uccle,1180,Appartement,1,545000€,3,1,0,0,0,,0,,153,,3,0,Excellent état
Uccle,1180,Appartement,1,545000€,3,1,0,0,0,,0,,153,,3,0,Excellent état
Auderghem,1160,Appartement,1,569000€,2,1,0,0,1,18,0,,134,,3,0,Excellent état
Wenduine,8420,Penthouse,1,585000€,2,0,0,0,1,60,0,,95,,,0,Bon
Etterbeek,1040,Penthouse,1,595000€,3,0,0,0,1,48,1,200,167,,3,0,Bon
Uccle,1180,Rez-de-chaussée,1,595000€,2,1,0,0,1,23,0,,101,,,0,Excellent état
Knokke-Heist,8300,Appartement,1,595000€,3,1,0,0,0,,0,,100,,2,0,Bon
Knokke-Heist,8300,Appartement,1,595000€,1,1,1,0,0,,0,,55,,2,0,Excellent état
Woluwe-Saint-Lambert,1200,Appartement,1,598000€,3,1,0,0,1,12,0,,138,,2,0,Bon
Bruges,8000,Appartement,1,599000€,4,1,0,1,1,5,0,,158,,2,0,Excellent état
Ixelles,1050,Appartement,1,600000€,2,1,0,0,1,4,0,,160,,2,0,Fraîchement rénové
Bruxelles,1000,Appartement,1,625000€,2,1,0,0,0,,0,,185,,2,0,Bon
Bruxelles,1000,Appartement,1,625000€,2,1,0,0,1,9,0,,135,,2,0,Excellent état
Ixelles,1050,Appartement,1,625000€,2,1,0,0,0,,0,,185,,2,0,Bon
Saint-Gilles,1060,Appartement,1,625000€,3,1,0,0,0,,0,,200,,3,0,À rénover
Uccle,1180,Appartement,1,650000€,3,1,0,0,1,12,0,,165,,2,0,Bon
Ixelles,1050,Penthouse,1,665000€,2,1,1,0,0,,0,,120,,2,0,Excellent état
Knokke,8300,Appartement,1,665000€,3,0,0,0,0,,0,,110,,2,0,Bon
Uccle,1180,Appartement,1,670000€,4,1,0,0,1,14,0,,218,,2,0,Excellent état
Knokke,8300,Appartement,1,675000€,5,0,0,0,0,,1,6,240,,2,0,À rénover
Zoute,8300,Appartement,1,695000€,3,0,0,0,1,6,0,,100,,2,0,Bon
Ostende,8400,Appartement,1,725000€,3,1,0,0,0,,0,,134,,,0,
Bruxelles,1000,Appartement,1,730000€,3,1,0,0,1,2,0,,166,,2,0,Excellent état
Ixelles,1050,Appartement,1,730000€,3,1,0,0,1,2,0,,166,,2,0,Excellent état
Uccle,1180,Appartement,1,745000€,3,1,0,0,1,30,0,,200,,3,0,Excellent état
Knokke,8300,Appartement,1,745000€,3,0,0,0,0,,0,,107,,,0,
Knokke,8300,Appartement,1,745000€,3,0,0,0,0,,0,,84,,,0,Excellent état
Ixelles,1050,Penthouse,1,750000€,3,1,0,0,1,40,0,,170,,2,0,Excellent état
Bruxelles,1000,Penthouse,1,795000€,2,1,0,0,1,330,0,,124,,2,0,À rafraîchir
Uccle,1180,Penthouse,1,795000€,3,0,0,0,1,100,0,,170,,,0,Bon
Ixelles,1050,Appartement,1,800000€,3,0,0,0,1,25,0,,204,,3,0,Bon
Knokke,8300,Appartement,1,845000€,2,1,0,0,1,3,0,,85,,2,0,Excellent état
Etterbeek,1040,Penthouse,1,875000€,3,1,1,0,1,45,0,,195,,3,0,Excellent état
Knokke,8300,Appartement,1,899000€,3,0,1,0,0,,0,,90,,2,0,Excellent état
Bruxelles,1000,Appartement,1,925000€,3,1,0,0,1,70,0,,228,,3,0,Bon
Etterbeek,1040,Appartement,1,925000€,3,1,0,0,1,70,0,,228,,3,0,Bon
Ixelles,1050,Appartement,1,940000€,3,1,0,1,1,77,0,,225,,2,0,Excellent état
Knokke-Heist,8300,Appartement,1,945000€,3,1,0,0,0,,0,,97,,2,0,Fraîchement rénové
Knokke-Heist,8300,Appartement,1,975000€,2,1,0,0,0,,0,,95,,,0,Bon
Ixelles,1050,Appartement,1,980000€,2,1,0,0,0,,0,,180,,,0,À rafraîchir
Bruxelles,1000,Penthouse,1,990000€,4,0,0,0,1,10,0,,235,,3,0,À rafraîchir
Ixelles,1050,Appartement,1,990000€,3,1,0,0,0,,0,,220,,2,0,Fraîchement rénové
Vise,4600,Penthouse,1,1000000€,4,0,0,0,1,113,0,,260,,4,0,
Woluwe-St-Lambert,1200,Appartement,1,1050000€,4,0,0,0,1,18,0,,237,,2,0,Fraîchement rénové
Uccle,1180,Appartement,1,1150000€,3,1,0,0,1,20,0,,220,,,0,Excellent état
Knokke-Zoute,8300,Appartement,1,1195000€,3,0,0,0,1,7,0,,98,,2,0,Excellent état
Ixelles,1050,Appartement,1,1200000€,3,1,0,0,1,14,0,,216,,2,0,Excellent état
Woluwe-Saint-Pierre,1150,Appartement,1,1295000€,3,1,0,0,1,54,0,,210,,3,0,Excellent état
Knokke-Heist,8300,Appartement,1,1295000€,3,1,0,0,0,,0,,95,,,0,Fraîchement rénové
Knokke-Heist,8300,Appartement,1,1350000€,3,1,0,0,0,,0,,117,,,0,Excellent état
Uccle,1180,Appartement,1,1450000€,3,0,0,0,1,60,0,,222,,,0,Excellent état
BRUXELLES,1000,Appartement,1,1495000€,3,1,0,0,1,28,0,,224,,2,0,Excellent état
Knokke-Heist,8300,Appartement,1,1500000€,3,0,0,0,0,,0,,129,,2,1,Excellent état
Knokke-Heist,8300,Appartement,1,1545000€,3,1,0,0,0,,0,,120,,,0,Excellent état
Knokke-Heist,8300,Appartement,1,1595000€,3,1,0,0,0,,0,,135,,2,0,Excellent état
Ixelles,1050,Appartement,1,1640000€,3,1,1,0,0,,0,,285,,2,0,Excellent état
Ixelles,1050,Appartement,1,1645000€,3,1,0,0,1,15,0,,234,,,1,Excellent état
Knokke-Heist,8300,Appartement,1,1795000€,4,1,0,0,0,,0,,185,,3,0,Excellent état
Ixelles,1050,Appartement,1,1800000€,3,1,0,0,1,13,0,,339,,,1,Excellent état
Knokke-Heist,8300,Appartement,1,1980000€,3,1,0,0,0,,0,,202,,3,1,Excellent état
Bruxelles,1000,Loft,1,1995000€,4,1,0,0,1,300,0,,335,,2,0,Excellent état
Ixelles,1050,Penthouse,1,2650000€,4,1,0,0,1,50,0,,480,,4,0,Excellent état
Knokke-Heist,8300,Appartement,1,2650000€,3,0,0,0,0,,0,,186,,,0,Fraîchement rénové
Uccle,1180,Appartement,1,2750000€,4,0,0,0,0,,0,,380,,4,0,Excellent état
Knokke-Heist,8300,Penthouse,1,2850000€,3,1,0,0,0,,0,,187,,2,0,Excellent état
Knokke-Zoute,8300,Appartement,1,2975000€,3,0,0,0,0,,0,,142,,2,0,Excellent état
Knokke-Heist,8300,Appartement,1,3595000€,3,1,0,0,1,59,0,,251,,2,0,Excellent état
Aywaille,4920,Bungalow,1,230000€,3,0,0,1,1,25,0,,125,1140,4,0,À rafraîchir
Franière,5150,Villa,1,35000€ + 610€ par mois,2,0,0,0,0,,0,,72,553,4,0,Bon
Bizet,7783,Maison,1,35000€ + 250€ par mois,4,1,0,0,0,,0,,90,116,2,0,À rénover
Orp-le-Grand,1350,Maison,1,40000€ + 490€ par mois,3,0,0,0,0,,0,,180,666,2,0,Bon
Seraing,4100,Maison,1,50000€ + 455€ par mois,2,0,0,0,0,,0,,130,244,2,0,À rénover
Thisnes,4280,Maison,1,60000€,1,1,0,0,0,,0,,72,556,3,0,À rénover
Liège,4020,Maison,1,79000€,2,1,0,0,0,,0,,76,38,,0,À rénover
Huy,4500,Maison,1,89000€,3,1,0,0,0,,0,,210,115,,0,À rénover
LIEGE,4020,Immeuble mixte,1,99000€,2,0,0,0,0,,0,,90,88,2,0,À rénover
Quaregnon,7390,Maison,1,100000€,2,1,0,0,0,,0,,85,150,2,0,Bon
NOISEUX,5377,Maison,1,110000€,1,0,0,0,0,,0,,64,896,4,0,À rénover
Renaix,9600,Maison,1,110000€,3,0,0,0,0,,0,,107,53,,0,Fraîchement rénové
LIEGE,4000,Maison,1,130000€,1,0,0,0,0,,0,,67,40,2,0,Bon
Tertre,7333,Maison,1,130000€,2,1,0,0,0,,1,360,110,425,2,1,
Seraing,4100,Maison,1,139000€,4,1,0,0,0,,1,72,151,72,2,0,À rénover
Renaix,9600,Maison,1,145000€,4,0,1,0,0,,0,,179,114,,0,À rafraîchir
Ath,7800,Maison,1,149000€,2,1,0,0,0,,0,,85,,,0,À rafraîchir
Liège,4020,Maison,1,150000€,3,0,0,0,0,,0,,75,100,2,0,Fraîchement rénové
HEPPIGNIES,6220,Maison,1,155000€,4,1,0,0,0,,0,,235,400,3,0,À rénover
MONTEGNÉE,4420,Maison,1,159000€,3,1,0,0,1,15,1,152,119,280,3,0,Bon
Grace-Hollogne,4460,Maison,1,165000€,3,0,0,0,1,14,1,34,113,127,2,0,Bon
Mouscron,7700,Maison,1,165000€,3,1,0,0,1,40,1,120,108,220,2,0,Fraîchement rénové
Mouscron,7700,Maison,1,169000€,2,0,0,0,1,13,1,80,120,165,3,0,Fraîchement rénové
Ransart,6043,Maison,1,175000€,3,1,0,0,0,,0,,175,830,4,0,Bon
Blankenberge,8370,Maison,1,189000€,4,0,0,0,0,,0,,111,60,,0,Excellent état
Merchtem,1785,Maison,1,198000€,2,1,0,0,0,,0,,125,139,2,0,À rénover
Vilvorde,1800,Maison,1,199000€,2,1,0,0,1,10,0,,143,69,2,0,À restaurer
PONT,4577,Maison,1,209000€,2,0,0,0,1,20,0,,115,507,4,0,Bon
Oostduinkerke,8670,Maison,1,219000€,1,0,0,1,0,,1,200,80,,4,1,Bon
COMBLAIN-LA-TOUR,4180,Immeuble mixte,1,229000€,4,1,0,0,1,20,0,,312,9732,4,0,À rénover
COMBLAIN-LA-TOUR,4180,Maison,1,229000€,4,1,0,0,1,20,0,,312,9732,4,0,À rénover
Marche-en-Famenne,6900,Maison,1,230000€,5,1,0,0,0,,1,289,179,289,3,0,Bon
SAINT-LÉGER,6747,Maison,1,267000€,4,0,0,0,0,,0,,241,1322,,0,Bon
Enghien,7850,Fermette,1,270000€,6,0,0,1,1,20,0,,250,1200,4,0,À rénover
Beaufays,4052,Maison,1,275000€,5,0,0,0,0,,0,,350,473,3,0,À rénover
Templeuve,7520,Villa,1,295000€,3,1,0,0,1,20,1,755,204,906,4,0,Bon
VILLERS-LE-TEMPLE,4550,Maison,1,299000€,3,1,0,0,0,,0,,178,1250,4,0,
VILLERS-LE-TEMPLE,4550,Maison,1,299000€,3,1,0,0,0,,0,,178,1250,4,0,
Heverlee,3001,Maison,1,299500€,3,0,0,0,0,,0,,180,220,,0,À rénover
Heverlee,3001,Immeuble mixte,1,299500€,3,0,0,0,0,,0,,180,220,,0,À rénover
Waregem,8790,Maison,1,299500€,3,0,0,0,0,,0,,,226,2,0,Bon
Boom,2850,Maison,1,300000€,3,0,0,0,0,,1,16,145,66,2,0,Fraîchement rénové
Alost,9300,Maison bel-étage,1,315000€,3,0,0,0,1,6,1,24,220,182,,0,Bon
Tournai,7500,Villa,1,325000€,4,0,0,0,0,,0,,317,2854,,0,À rénover
Kortenberg,3071,Maison,1,335000€,3,0,0,0,0,,0,,145,541,3,0,Bon
Liers,4042,Maison,1,339000€,6,0,0,0,1,40,1,600,375,1220,2,0,Bon
Wezembeek-Oppem,1970,Maison,1,349000€,4,0,0,0,1,16,1,75,176,115,2,0,À rafraîchir
Aywaille,4920,Maison,1,349000€,4,0,0,0,0,,0,,280,452,4,0,Bon
Menin,8930,Maison,1,350000€,8,0,0,1,1,20,1,471,337,934,2,0,Bon
Mouscron,7700,Maison,1,359000€,4,0,0,0,0,,0,,200,750,4,0,Bon
Arlon,6700,Maison,1,375000€,4,0,0,0,0,,0,,142,90,,0,Bon
Soignies,7060,Maison,1,375000€,3,0,0,1,1,40,1,700,183,943,4,0,
Messancy,6780,Maison,1,385000€,2,1,0,0,0,,0,,101,1410,,0,Bon
Forest,1190,Maison bel-étage,1,390000€,3,0,0,1,0,,0,,165,,3,0,
ASSEBROEK,8310,Maison,1,395000€,3,1,0,0,0,,0,,180,208,3,0,Excellent état
Liège,4000,Immeuble mixte,1,399000€,4,0,0,0,0,,0,,236,130,2,0,Bon
Forest,1190,Maison,1,400000€,2,0,0,0,1,10,0,,165,150,2,0,Bon
Staden,8840,Villa,1,425000€,5,0,0,0,1,40,0,,316,343,4,0,Bon
Herstal,4040,Maison,1,439000€,4,0,0,0,1,40,0,,289,1000,4,0,
Oupeye,4680,Maison,1,439000€,4,0,0,0,1,40,0,,289,1000,4,0,
Grez-Doiceau,1390,Maison,1,450000€,3,0,0,0,0,,0,,250,4200,4,1,Bon
Saint-Ghislain,7334,Villa,1,480000€,2,1,0,0,1,80,1,500,175,850,4,0,Excellent état
Hoboken,2660,Immeuble à appartements,1,495000€,4,1,0,0,0,,0,,,173,2,0,Bon
Beaumont,6500,Maison,1,495000€,3,0,0,1,0,,0,,398,5252,,1,Fraîchement rénové
Brasschaat,2930,Maison,1,496000€,4,1,0,0,1,16,1,60,284,300,2,0,Excellent état
Ixelles,1050,Maison,1,540000€,4,0,0,0,1,7,0,,140,70,2,0,À rafraîchir
Anvers,2000,Maison,1,540000€,4,1,0,0,0,,1,20,230,70,2,0,Excellent état
Aalter,9880,Maison,1,568000€,2,0,0,0,1,39,0,,218,470,,0,
Uccle,1180,Maison bel-étage,1,579000€,5,1,0,1,1,6,1,35,200,100,2,0,Excellent état
WINKSELE,3020,Maison,1,585000€,3,0,0,0,0,,0,,260,822,4,0,
Neufvilles,7063,Ferme,1,595000€,5,0,0,1,0,,1,4000,270,24500,,0,Bon
Liege,4020,Immeuble à appartements,1,630000€,16,0,0,0,1,2,0,,475,98,3,0,À rénover
Watermael-Boitsfort,1170,Maison,1,695000€,6,1,0,0,1,4,1,97,255,245,2,0,À rafraîchir
Woluwe-Saint-Lambert,1200,Maison,1,695000€,4,1,0,0,1,14,1,40,211,118,2,0,Excellent état
Nethen,1390,Maison,1,695000€,5,1,0,1,1,30,0,,340,4100,4,0,À rafraîchir
Knokke-Heist,8300,Maison,1,700000€,2,0,0,0,0,,0,,156,70,2,0,Excellent état
Vinkt,9800,Maison,1,715000€,4,0,0,0,0,,0,,240,1937,,0,Excellent état
Liege,4000,Immeuble à appartements,1,745000€,6,0,0,0,0,,0,,436,4362,2,0,Excellent état
Tervuren,3080,Maison,1,775000€,5,1,0,0,1,48,0,,265,1650,4,0,Bon
Maldegem,9990,Maison,1,779000€,4,0,0,0,0,,0,,332,828,4,0,Excellent état
Woluwe-Saint-Pierre,1150,Maison,1,825000€,6,1,0,0,0,,1,40,225,177,2,0,Excellent état
Auderghem,1160,Villa,1,850000€,5,1,0,0,1,26,1,662,201,662,4,0,Bon
Marche-en-Famenne,6900,Maison,1,925000€,6,1,0,0,1,30,1,12300,299,12300,4,0,Excellent état
Uccle,1180,Immeuble à appartements,1,945000€,7,1,0,0,1,23,1,200,380,393,2,0,À rénover
Sprimont,4140,Immeuble mixte,1,950000€,,0,0,0,0,,0,,448,6000,4,0,Excellent état
Sprimont,4141,Immeuble mixte,1,950000€,,0,0,0,0,,0,,448,6000,4,0,Excellent état
Ostende,8400,Maison de maître,1,975000€,5,0,0,0,0,,0,,420,132,3,0,Bon
Braine-l'Alleud,1420,Bien exceptionnel,1,1095000€,5,0,0,1,1,88,0,,385,3210,4,0,Bon
BRUXELLES,1000,Maison de maître,1,1175000€,4,1,0,0,1,25,1,75,275,150,2,0,Excellent état
Etterbeek,1040,Maison de maître,1,1175000€,4,1,0,0,1,25,1,75,275,150,2,0,Excellent état
Knokke-Heist,8300,Maison,1,1195000€,4,0,0,1,0,,0,,308,609,,0,Excellent état
Gand,9000,Immeuble à appartements,1,1275000€,,1,0,0,0,,0,,350,318,2,0,Bon
Bruges,8000,Maison de maître,1,1375000€,5,1,0,1,0,,1,126,450,350,2,0,
Knokke-Heist,8300,Villa,1,1595000€,6,0,0,0,0,,0,,281,769,4,0,Excellent état
Uccle,1180,Villa,1,1695000€,4,0,0,0,0,,1,350,450,800,3,0,Bon
Uccle,1180,Villa,1,1800000€,6,0,0,0,1,85,1,1600,415,1835,4,1,Bon
WOLUWE-SAINT-PIERRE,1150,Maison de maître,1,1895000€,5,1,0,0,1,35,1,150,400,319,1,0,Excellent état
Uccle,1180,Villa,1,2350000€,5,1,0,0,0,,0,,550,1530,4,0,Excellent état
Uccle,1180,Villa,1,2495000€,5,1,0,0,1,64,1,1667,425,1667,4,0,Excellent état
Rhode-Saint-Genese,1640,Villa,1,2995000€,5,1,0,1,1,100,0,,656,1700,4,1,Excellent état
BRUXELLES,1000,Maison,1,3400000€,4,1,0,0,1,20,1,150,650,395,2,0,Bon
Ixelles,1050,Bien exceptionnel,1,3495000€,6,1,0,0,1,90,0,,400,460,2,0,Excellent état
Grez-Doiceau,1390,Maison,1,3900000€,5,0,0,1,1,120,0,,650,27000,4,1,À rafraîchir
Ixelles,1050,Maison de maître,1,4950000€,6,0,0,0,1,30,1,296,700,502,2,0,Bon
Woluwe-Saint-Pierre,1150,Villa,1,5950000€,7,1,0,0,1,30,1,3000,751,3000,4,1,Excellent état
Wondelgem,9032,Appartement,1,185000€,2,0,0,0,1,4,0,,70,,2,0,À rénover
Eeklo,9900,Appartement,1,199000€,3,0,0,0,0,,0,,100,,4,0,Bon
Merelbeke,9820,Appartement,1,218000€,2,0,0,0,0,,0,,75,,,0,Bon
Liège,4000,Rez-de-chaussée,1,226000€,3,0,0,0,1,6,0,,114,,3,0,Excellent état
De,9840,Appartement,1,245000€,1,1,0,0,0,,0,,82,,2,0,
Etikhove,9680,Maison,1,239000€,3,0,0,0,0,,0,,135,374,2,0,Fraîchement rénové
Winenne,5570,Appartement,1,135000€,2,0,0,0,0,,1,160,105,,2,0,Excellent état
Woluwe-Saint-Lambert,1200,Studio,1,140000€,,0,0,0,0,,0,,45,,,0,À rénover
Geel,2440,Appartement,1,223000€,2,0,1,0,1,48,0,,94,,1,0,Excellent état
Anvers,2000,Appartement,1,590000€,2,1,0,0,1,22,0,,100,,,0,
Beerse,2340,Maison,1,235000€,4,0,0,0,0,,0,,166,490,4,0,À rénover
Jodoigne,1370,Maison de maître,1,750000€,4,1,0,0,0,,1,30,442,769,3,0,Excellent état
As,3665,Maison,1,209000€,4,1,0,0,1,15,0,,292,385,3,0,Bon
Anderlecht,1070,Appartement,1,Mise à prix : 150000€,2,0,0,0,0,,0,,,,,0,
Putte,2580,Appartement,1,235000€,2,0,0,0,0,,0,,85,,2,0,Excellent état
Westende,8434,Bungalow,1,120000€,2,0,1,0,0,,0,,55,55,2,0,Bon
Esneux,4130,Maison,1,169000€,2,1,0,0,1,30,0,,100,545,4,0,
Clavier,4560,Maison,1,245000€,3,1,0,0,0,,1,100,140,198,,0,Excellent état
Pont-à-Celles,6230,Maison,1,269500€,3,1,0,0,0,,0,,180,300,2,0,Excellent état
Bulskamp,8630,Maison,1,299000€,2,1,0,0,0,,1,180,168,330,,0,Excellent état
Rhode-Saint-Genese,1640,Maison,1,395000€,3,1,0,0,1,13,0,,167,98,3,0,Excellent état
SINT-AGATHA-BERCHEM,1082,Maison,1,429000€,4,0,0,0,0,,1,84,220,170,,0,À rafraîchir
